DateTime,Dividend Yield
1971-04-30 00:00:00,3.02
1971-05-31 00:00:00,3.05
1971-06-30 00:00:00,3.11
1971-07-31 00:00:00,3.13
1971-08-31 00:00:00,3.18
1971-09-30 00:00:00,3.11
1971-10-31 00:00:00,3.17
1971-11-30 00:00:00,3.32
1971-12-31 00:00:00,3.10
1972-01-31 00:00:00,2.97
1972-02-29 00:00:00,2.92
1972-03-31 00:00:00,2.85
1972-04-30 00:00:00,2.82
1972-05-31 00:00:00,2.85
1972-06-30 00:00:00,2.84
1972-07-31 00:00:00,2.87
1972-08-31 00:00:00,2.77
1972-09-30 00:00:00,2.82
1972-10-31 00:00:00,2.83
1972-11-30 00:00:00,2.72
1972-12-31 00:00:00,2.68
1973-01-31 00:00:00,2.67
1973-02-28 00:00:00,2.77
1973-03-31 00:00:00,2.82
1973-04-30 00:00:00,2.89
1973-05-31 00:00:00,2.99
1973-06-30 00:00:00,3.07
1973-07-31 00:00:00,3.06
1973-08-31 00:00:00,3.13
1973-09-30 00:00:00,3.10
1973-10-31 00:00:00,3.01
1973-11-30 00:00:00,3.28
1973-12-31 00:00:00,3.57
1974-01-31 00:00:00,3.54
1974-02-28 00:00:00,3.66
1974-03-31 00:00:00,3.53
1974-04-30 00:00:00,3.74
1974-05-31 00:00:00,3.88
1974-06-30 00:00:00,3.90
1974-07-31 00:00:00,4.45
1974-08-31 00:00:00,4.68
1974-09-30 00:00:00,5.27
1974-10-31 00:00:00,5.17
1974-11-30 00:00:00,5.01
1974-12-31 00:00:00,5.37
1975-01-31 00:00:00,4.99
1975-02-28 00:00:00,4.55
1975-03-31 00:00:00,4.38
1975-04-30 00:00:00,4.35
1975-05-31 00:00:00,4.10
1975-06-30 00:00:00,4.02
1975-07-31 00:00:00,4.01
1975-08-31 00:00:00,4.33
1975-09-30 00:00:00,4.38
1975-10-31 00:00:00,4.18
1975-11-30 00:00:00,4.10
1975-12-31 00:00:00,4.15
1976-01-31 00:00:00,3.80
1976-02-29 00:00:00,3.66
1976-03-31 00:00:00,3.65
1976-04-30 00:00:00,3.64
1976-05-31 00:00:00,3.69
1976-06-30 00:00:00,3.69
1976-07-31 00:00:00,3.64
1976-08-31 00:00:00,3.70
1976-09-30 00:00:00,3.65
1976-10-31 00:00:00,3.84
1976-11-30 00:00:00,3.94
1976-12-31 00:00:00,3.87
1977-01-31 00:00:00,3.95
1977-02-28 00:00:00,4.10
1977-03-31 00:00:00,4.17
1977-04-30 00:00:00,4.29
1977-05-31 00:00:00,4.36
1977-06-30 00:00:00,4.39
1977-07-31 00:00:00,4.40
1977-08-31 00:00:00,4.56
1977-09-30 00:00:00,4.68
1977-10-31 00:00:00,4.86
1977-11-30 00:00:00,4.89
1977-12-31 00:00:00,4.98
1978-01-31 00:00:00,5.22
1978-02-28 00:00:00,5.35
1978-03-31 00:00:00,5.40
1978-04-30 00:00:00,5.22
1978-05-31 00:00:00,5.00
1978-06-30 00:00:00,5.03
1978-07-31 00:00:00,5.09
1978-08-31 00:00:00,4.80
1978-09-30 00:00:00,4.83
1978-10-31 00:00:00,5.01
1978-11-30 00:00:00,5.34
1978-12-31 00:00:00,5.28
1979-01-31 00:00:00,5.13
1979-02-28 00:00:00,5.25
1979-03-31 00:00:00,5.19
1979-04-30 00:00:00,5.14
1979-05-31 00:00:00,5.31
1979-06-30 00:00:00,5.25
1979-07-31 00:00:00,5.25
1979-08-31 00:00:00,5.08
1979-09-30 00:00:00,5.07
1979-10-31 00:00:00,5.32
1979-11-30 00:00:00,5.40
1979-12-31 00:00:00,5.24
1980-01-31 00:00:00,5.14
1980-02-29 00:00:00,4.99
1980-03-31 00:00:00,5.54
1980-04-30 00:00:00,5.68
1980-05-31 00:00:00,5.47
1980-06-30 00:00:00,5.18
1980-07-31 00:00:00,4.99
1980-08-31 00:00:00,4.88
1980-09-30 00:00:00,4.80
1980-10-31 00:00:00,4.69
1980-11-30 00:00:00,4.52
1980-12-31 00:00:00,4.61
1981-01-31 00:00:00,4.66
1981-02-28 00:00:00,4.86
1981-03-31 00:00:00,4.71
1981-04-30 00:00:00,4.70
1981-05-31 00:00:00,4.82
1981-06-30 00:00:00,4.83
1981-07-31 00:00:00,4.98
1981-08-31 00:00:00,5.00
1981-09-30 00:00:00,5.51
1981-10-31 00:00:00,5.47
1981-11-30 00:00:00,5.36
1981-12-31 00:00:00,5.36
1982-01-31 00:00:00,5.68
1982-02-28 00:00:00,5.84
1982-03-31 00:00:00,6.06
1982-04-30 00:00:00,5.80
1982-05-31 00:00:00,5.82
1982-06-30 00:00:00,6.21
1982-07-31 00:00:00,6.24
1982-08-31 00:00:00,6.23
1982-09-30 00:00:00,5.60
1982-10-31 00:00:00,5.17
1982-11-30 00:00:00,4.97
1982-12-31 00:00:00,4.93
1983-01-31 00:00:00,4.77
1983-02-28 00:00:00,4.70
1983-03-31 00:00:00,4.55
1983-04-30 00:00:00,4.39
1983-05-31 00:00:00,4.22
1983-06-30 00:00:00,4.17
1983-07-31 00:00:00,4.17
1983-08-31 00:00:00,4.30
1983-09-30 00:00:00,4.19
1983-10-31 00:00:00,4.19
1983-11-30 00:00:00,4.27
1983-12-31 00:00:00,4.31
1984-01-31 00:00:00,4.28
1984-02-29 00:00:00,4.55
1984-03-31 00:00:00,4.56
1984-04-30 00:00:00,4.58
1984-05-31 00:00:00,4.64
1984-06-30 00:00:00,4.77
1984-07-31 00:00:00,4.85
1984-08-31 00:00:00,4.47
1984-09-30 00:00:00,4.44
1984-10-31 00:00:00,4.51
1984-11-30 00:00:00,4.50
1984-12-31 00:00:00,4.58
1985-01-31 00:00:00,4.41
1985-02-28 00:00:00,4.21
1985-03-31 00:00:00,4.27
1985-04-30 00:00:00,4.26
1985-05-31 00:00:00,4.17
1985-06-30 00:00:00,4.10
1985-07-31 00:00:00,4.04
1985-08-31 00:00:00,4.15
1985-09-30 00:00:00,4.26
1985-10-31 00:00:00,4.22
1985-11-30 00:00:00,3.99
1985-12-31 00:00:00,3.81
1986-01-31 00:00:00,3.81
1986-02-28 00:00:00,3.64
1986-03-31 00:00:00,3.45
1986-04-30 00:00:00,3.38
1986-05-31 00:00:00,3.39
1986-06-30 00:00:00,3.30
1986-07-31 00:00:00,3.39
1986-08-31 00:00:00,3.34
1986-09-30 00:00:00,3.45
1986-10-31 00:00:00,3.47
1986-11-30 00:00:00,3.37
1986-12-31 00:00:00,3.33
1987-01-31 00:00:00,3.14
1987-02-28 00:00:00,2.96
1987-03-31 00:00:00,2.85
1987-04-30 00:00:00,2.90
1987-05-31 00:00:00,2.93
1987-06-30 00:00:00,2.83
1987-07-31 00:00:00,2.76
1987-08-31 00:00:00,2.61
1987-09-30 00:00:00,2.72
1987-10-31 00:00:00,3.11
1987-11-30 00:00:00,3.58
1987-12-31 00:00:00,3.66
1988-01-31 00:00:00,3.54
1988-02-29 00:00:00,3.45
1988-03-31 00:00:00,3.37
1988-04-30 00:00:00,3.44
1988-05-31 00:00:00,3.57
1988-06-30 00:00:00,3.41
1988-07-31 00:00:00,3.46
1988-08-31 00:00:00,3.56
1988-09-30 00:00:00,3.53
1988-10-31 00:00:00,3.44
1988-11-30 00:00:00,3.56
1988-12-31 00:00:00,3.53
1989-01-31 00:00:00,3.45
1989-02-28 00:00:00,3.38
1989-03-31 00:00:00,3.42
1989-04-30 00:00:00,3.35
1989-05-31 00:00:00,3.27
1989-06-30 00:00:00,3.20
1989-07-31 00:00:00,3.16
1989-08-31 00:00:00,3.06
1989-09-30 00:00:00,3.09
1989-10-31 00:00:00,3.12
1989-11-30 00:00:00,3.22
1989-12-31 00:00:00,3.17
1990-01-31 00:00:00,3.28
1990-02-28 00:00:00,3.40
1990-03-31 00:00:00,3.34
1990-04-30 00:00:00,3.38
1990-05-31 00:00:00,3.30
1990-06-30 00:00:00,3.24
1990-07-31 00:00:00,3.26
1990-08-31 00:00:00,3.56
1990-09-30 00:00:00,3.75
1990-10-31 00:00:00,3.88
1990-11-30 00:00:00,3.81
1990-12-31 00:00:00,3.68
1991-01-31 00:00:00,3.72
1991-02-28 00:00:00,3.34
1991-03-31 00:00:00,3.25
1991-04-30 00:00:00,3.19
1991-05-31 00:00:00,3.21
1991-06-30 00:00:00,3.21
1991-07-31 00:00:00,3.21
1991-08-31 00:00:00,3.14
1991-09-30 00:00:00,3.17
1991-10-31 00:00:00,3.17
1991-11-30 00:00:00,3.17
1991-12-31 00:00:00,3.14
1992-01-31 00:00:00,2.94
1992-02-29 00:00:00,2.98
1992-03-31 00:00:00,3.03
1992-04-30 00:00:00,3.02
1992-05-31 00:00:00,2.97
1992-06-30 00:00:00,3.02
1992-07-31 00:00:00,2.97
1992-08-31 00:00:00,2.96
1992-09-30 00:00:00,2.96
1992-10-31 00:00:00,3.00
1992-11-30 00:00:00,2.93
1992-12-31 00:00:00,2.84
1993-01-31 00:00:00,2.85
1993-02-28 00:00:00,2.82
1993-03-31 00:00:00,2.77
1993-04-30 00:00:00,2.82
1993-05-31 00:00:00,2.81
1993-06-30 00:00:00,2.79
1993-07-31 00:00:00,2.80
1993-08-31 00:00:00,2.76
1993-09-30 00:00:00,2.73
1993-10-31 00:00:00,2.70
1993-11-30 00:00:00,2.71
1993-12-31 00:00:00,2.70
1994-01-31 00:00:00,2.67
1994-02-28 00:00:00,2.69
1994-03-31 00:00:00,2.74
1994-04-30 00:00:00,2.85
1994-05-31 00:00:00,2.84
1994-06-30 00:00:00,2.82
1994-07-31 00:00:00,2.85
1994-08-31 00:00:00,2.78
1994-09-30 00:00:00,2.77
1994-10-31 00:00:00,2.80
1994-11-30 00:00:00,2.84
1994-12-31 00:00:00,2.89
1995-01-31 00:00:00,2.83
1995-02-28 00:00:00,2.73
1995-03-31 00:00:00,2.67
1995-04-30 00:00:00,2.61
1995-05-31 00:00:00,2.54
1995-06-30 00:00:00,2.48
1995-07-31 00:00:00,2.41
1995-08-31 00:00:00,2.42
1995-09-30 00:00:00,2.35
1995-10-31 00:00:00,2.34
1995-11-30 00:00:00,2.30
1995-12-31 00:00:00,2.24
1996-01-31 00:00:00,2.26
1996-02-29 00:00:00,2.16
1996-03-31 00:00:00,2.18
1996-04-30 00:00:00,2.19
1996-05-31 00:00:00,2.15
1996-06-30 00:00:00,2.14
1996-07-31 00:00:00,2.24
1996-08-31 00:00:00,2.19
1996-09-30 00:00:00,2.17
1996-10-31 00:00:00,2.10
1996-11-30 00:00:00,2.01
1996-12-31 00:00:00,2.00
1997-01-31 00:00:00,1.95
1997-02-28 00:00:00,1.88
1997-03-31 00:00:00,1.90
1997-04-30 00:00:00,1.98
1997-05-31 00:00:00,1.82
1997-06-30 00:00:00,1.73
1997-07-31 00:00:00,1.64
1997-08-31 00:00:00,1.65
1997-09-30 00:00:00,1.64
1997-10-31 00:00:00,1.62
1997-11-30 00:00:00,1.64
1997-12-31 00:00:00,1.61
1998-01-31 00:00:00,1.61
1998-02-28 00:00:00,1.52
1998-03-31 00:00:00,1.45
1998-04-30 00:00:00,1.42
1998-05-31 00:00:00,1.43
1998-06-30 00:00:00,1.44
1998-07-31 00:00:00,1.38
1998-08-31 00:00:00,1.50
1998-09-30 00:00:00,1.58
1998-10-31 00:00:00,1.57
1998-11-30 00:00:00,1.41
1998-12-31 00:00:00,1.36
1999-01-31 00:00:00,1.30
1999-02-28 00:00:00,1.31
1999-03-31 00:00:00,1.28
1999-04-30 00:00:00,1.23
1999-05-31 00:00:00,1.23
1999-06-30 00:00:00,1.24
1999-07-31 00:00:00,1.20
1999-08-31 00:00:00,1.25
1999-09-30 00:00:00,1.26
1999-10-31 00:00:00,1.28
1999-11-30 00:00:00,1.20
1999-12-31 00:00:00,1.17
2000-01-31 00:00:00,1.17
2000-02-29 00:00:00,1.21
2000-03-31 00:00:00,1.16
2000-04-30 00:00:00,1.15
2000-05-31 00:00:00,1.18
2000-06-30 00:00:00,1.14
2000-07-31 00:00:00,1.13
2000-08-31 00:00:00,1.11
2000-09-30 00:00:00,1.11
2000-10-31 00:00:00,1.17
2000-11-30 00:00:00,1.18
2000-12-31 00:00:00,1.22
2001-01-31 00:00:00,1.21
2001-02-28 00:00:00,1.23
2001-03-31 00:00:00,1.35
2001-04-30 00:00:00,1.33
2001-05-31 00:00:00,1.24
2001-06-30 00:00:00,1.27
2001-07-31 00:00:00,1.30
2001-08-31 00:00:00,1.33
2001-09-30 00:00:00,1.51
2001-10-31 00:00:00,1.46
2001-11-30 00:00:00,1.39
2001-12-31 00:00:00,1.37
2002-01-31 00:00:00,1.38
2002-02-28 00:00:00,1.43
2002-03-31 00:00:00,1.36
2002-04-30 00:00:00,1.42
2002-05-31 00:00:00,1.48
2002-06-30 00:00:00,1.58
2002-07-31 00:00:00,1.77
2002-08-31 00:00:00,1.74
2002-09-30 00:00:00,1.82
2002-10-31 00:00:00,1.86
2002-11-30 00:00:00,1.76
2002-12-31 00:00:00,1.79
2003-01-31 00:00:00,1.80
2003-02-28 00:00:00,1.93
2003-03-31 00:00:00,1.92
2003-04-30 00:00:00,1.82
2003-05-31 00:00:00,1.73
2003-06-30 00:00:00,1.64
2003-07-31 00:00:00,1.64
2003-08-31 00:00:00,1.66
2003-09-30 00:00:00,1.63
2003-10-31 00:00:00,1.62
2003-11-30 00:00:00,1.63
2003-12-31 00:00:00,1.61
2004-01-31 00:00:00,1.55
2004-02-29 00:00:00,1.56
2004-03-31 00:00:00,1.60
2004-04-30 00:00:00,1.61
2004-05-31 00:00:00,1.67
2004-06-30 00:00:00,1.64
2004-07-31 00:00:00,1.70
2004-08-31 00:00:00,1.74
2004-09-30 00:00:00,1.71
2004-10-31 00:00:00,1.72
2004-11-30 00:00:00,1.66
2004-12-31 00:00:00,1.62
2005-01-31 00:00:00,1.67
2005-02-28 00:00:00,1.66
2005-03-31 00:00:00,1.69
2005-04-30 00:00:00,1.76
2005-05-31 00:00:00,1.76
2005-06-30 00:00:00,1.74
2005-07-31 00:00:00,1.73
2005-08-31 00:00:00,1.74
2005-09-30 00:00:00,1.75
2005-10-31 00:00:00,1.82
2005-11-30 00:00:00,1.78
2005-12-31 00:00:00,1.76
2006-01-31 00:00:00,1.75
2006-02-28 00:00:00,1.77
2006-03-31 00:00:00,1.76
2006-04-30 00:00:00,1.77
2006-05-31 00:00:00,1.80
2006-06-30 00:00:00,1.87
2006-07-31 00:00:00,1.88
2006-08-31 00:00:00,1.85
2006-09-30 00:00:00,1.83
2006-10-31 00:00:00,1.79
2006-11-30 00:00:00,1.77
2006-12-31 00:00:00,1.76
2007-01-31 00:00:00,1.76
2007-02-28 00:00:00,1.75
2007-03-31 00:00:00,1.81
2007-04-30 00:00:00,1.76
2007-05-31 00:00:00,1.72
2007-06-30 00:00:00,1.73
2007-07-31 00:00:00,1.74
2007-08-31 00:00:00,1.84
2007-09-30 00:00:00,1.80
2007-10-31 00:00:00,1.77
2007-11-30 00:00:00,1.88
2007-12-31 00:00:00,1.87
2008-01-31 00:00:00,2.03
2008-02-29 00:00:00,2.07
2008-03-31 00:00:00,2.15
2008-04-30 00:00:00,2.08
2008-05-31 00:00:00,2.04
2008-06-30 00:00:00,2.14
2008-07-31 00:00:00,2.29
2008-08-31 00:00:00,2.25
2008-09-30 00:00:00,2.37
2008-10-31 00:00:00,2.96
2008-11-30 00:00:00,3.23
2008-12-31 00:00:00,3.23
2009-01-31 00:00:00,3.24
2009-02-28 00:00:00,3.43
2009-03-31 00:00:00,3.60
2009-04-30 00:00:00,3.15
2009-05-31 00:00:00,2.90
2009-06-30 00:00:00,2.76
2009-07-31 00:00:00,2.67
2009-08-31 00:00:00,2.42
2009-09-30 00:00:00,2.29
2009-10-31 00:00:00,2.19
2009-11-30 00:00:00,2.10
2009-12-31 00:00:00,2.02
2010-01-31 00:00:00,1.98
2010-02-28 00:00:00,2.03
2010-03-31 00:00:00,1.90
2010-04-30 00:00:00,1.83
2010-05-31 00:00:00,1.95
2010-06-30 00:00:00,2.03
2010-07-31 00:00:00,2.05
2010-08-31 00:00:00,2.05
2010-09-30 00:00:00,1.99
2010-10-31 00:00:00,1.92
2010-11-30 00:00:00,1.89
2010-12-31 00:00:00,1.83
2011-01-31 00:00:00,1.79
2011-02-28 00:00:00,1.76
2011-03-31 00:00:00,1.80
2011-04-30 00:00:00,1.78
2011-05-31 00:00:00,1.80
2011-06-30 00:00:00,1.89
2011-07-31 00:00:00,1.86
2011-08-31 00:00:00,2.10
2011-09-30 00:00:00,2.15
2011-10-31 00:00:00,2.12
2011-11-30 00:00:00,2.12
2011-12-31 00:00:00,2.13
2012-01-31 00:00:00,2.06
2012-02-29 00:00:00,2.00
2012-03-31 00:00:00,1.97
2012-04-30 00:00:00,2.00
2012-05-31 00:00:00,2.09
2012-06-30 00:00:00,2.14
2012-07-31 00:00:00,2.11
2012-08-31 00:00:00,2.08
2012-09-30 00:00:00,2.05
2012-10-31 00:00:00,2.10
2012-11-30 00:00:00,2.20
2012-12-31 00:00:00,2.20
2013-01-31 00:00:00,2.13
2013-02-28 00:00:00,2.10
2013-03-31 00:00:00,2.07
2013-04-30 00:00:00,2.07
2013-05-31 00:00:00,2.01
2013-06-30 00:00:00,2.06
2013-07-31 00:00:00,2.02
2013-08-31 00:00:00,2.04
2013-09-30 00:00:00,2.04
2013-10-31 00:00:00,2.01
2013-11-30 00:00:00,1.95
2013-12-31 00:00:00,1.94
2014-01-31 00:00:00,1.94
2014-02-28 00:00:00,1.97
2014-03-31 00:00:00,1.94
2014-04-30 00:00:00,1.96
2014-05-31 00:00:00,1.96
2014-06-30 00:00:00,1.92
2014-07-31 00:00:00,1.91
2014-08-31 00:00:00,1.94
2014-09-30 00:00:00,1.93
2014-10-31 00:00:00,2.00
2014-11-30 00:00:00,1.91
2014-12-31 00:00:00,1.92
2015-01-31 00:00:00,1.97
2015-02-28 00:00:00,1.94
2015-03-31 00:00:00,1.96
2015-04-30 00:00:00,1.96
2015-05-31 00:00:00,1.96
2015-06-30 00:00:00,1.99
2015-07-31 00:00:00,2.01
2015-08-31 00:00:00,2.07
2015-09-30 00:00:00,2.19
2015-10-31 00:00:00,2.11
2015-11-30 00:00:00,2.07
2015-12-31 00:00:00,2.11
2016-01-31 00:00:00,2.27
2016-02-29 00:00:00,2.30
2016-03-31 00:00:00,2.17
2016-04-30 00:00:00,2.12
2016-05-31 00:00:00,2.14
2016-06-30 00:00:00,2.13
2016-07-31 00:00:00,2.08
2016-08-31 00:00:00,2.07
2016-09-30 00:00:00,2.09
2016-10-31 00:00:00,2.11
2016-11-30 00:00:00,2.10
2016-12-31 00:00:00,2.03
2017-01-31 00:00:00,2.02
2017-02-28 00:00:00,1.98
2017-03-31 00:00:00,1.96
2017-04-30 00:00:00,1.98
2017-05-31 00:00:00,1.96
2017-06-30 00:00:00,1.94
2017-07-31 00:00:00,1.94
2017-08-31 00:00:00,1.95
2017-09-30 00:00:00,1.93
2017-10-31 00:00:00,1.89
2017-11-30 00:00:00,1.88
2017-12-31 00:00:00,1.84
2018-01-31 00:00:00,1.77
2018-02-28 00:00:00,1.84
2018-03-31 00:00:00,1.85
2018-04-30 00:00:00,1.90
2018-05-31 00:00:00,1.88
2018-06-30 00:00:00,1.85
2018-07-31 00:00:00,1.84
2018-08-31 00:00:00,1.82
2018-09-30 00:00:00,1.80
2018-10-31 00:00:00,1.90
2018-11-30 00:00:00,1.96
2018-12-31 00:00:00,2.09
2019-01-31 00:00:00,2.08
2019-02-28 00:00:00,1.98
2019-03-31 00:00:00,1.96
2019-04-30 00:00:00,1.90
2019-05-31 00:00:00,1.95
2019-06-30 00:00:00,1.94
2019-07-31 00:00:00,1.88
2019-08-31 00:00:00,1.96
2019-09-30 00:00:00,1.92
2019-10-31 00:00:00,1.93
2019-11-01 00:00:00,1.87
2019-11-30 00:00:00,1.86
2019-12-31 00:00:00,1.83
2020-01-31 00:00:00,1.79
2020-02-28 00:00:00,1.97
2020-02-29 00:00:00,1.80
2020-03-31 00:00:00,2.25
2020-04-01 00:00:00,2.41
2020-04-30 00:00:00,2.16
2020-05-01 00:00:00,2.10
2020-05-31 00:00:00,2.04
2020-06-01 00:00:00,1.95
2020-06-30 00:00:00,1.92
2020-07-01 00:00:00,1.91
2020-07-31 00:00:00,1.85
2020-08-31 00:00:00,1.74
2020-09-01 00:00:00,1.69
2020-09-30 00:00:00,1.75
2020-10-01 00:00:00,1.77
2020-10-31 00:00:00,1.74
,
